Jalsa, Yes, Yes,4.1,775, Banashankari, Casual Dining,800, Buffet, Banashankari, North Indian/Mughlai/Chinese
Bangalore Agarwal Bhavan, Yes, No,3.9,134, Jayanagar, Quick Bites,400, Delivery, Banashankari, Street Food/North Indian/South Indian
Rustic Stove, Yes, No,3.8,577, Jayanagar, Casual Dining,900, Delivery, Banashankari, North Indian/South Indian/Biryani/Beverages
Udupi Ruchi Grand, Yes, No,4.2,60, Banashankari, Quick Bites,200, Delivery, Banashankari, South Indian/North Indian/Chinese/Street Food
De Thaali, Yes, No,3.9,144, Jayanagar, Casual Dining,550, Delivery, Banashankari, North Indian/Chinese/Rolls
Spice Elephant, Yes, No,4.1,787, Banashankari, Casual Dining,800, Delivery, Banashankari, Chinese/North Indian/Thai
Just Thindi, Yes, No,3.6,16, Basavanagudi, Quick Bites,200, Delivery, Banashankari, South Indian
Matru Sagar, Yes, No,3.6,84, Banashankari, Quick Bites,250, Delivery, Banashankari, South Indian/North Indian/Chinese
Vasanth Vihar - Since 1965, Yes, No,3.6,95, Banashankari, Quick Bites,150, Delivery, Banashankari, South Indian/Street Food
Desi Dawat, Yes, No,3.7,248, Kumaraswamy Layout, Quick Bites,400, Delivery, Banashankari, North Indian/Fast Food
Cafe Aira, Yes, No,4.1,216, Basavanagudi, Cafe,500, Delivery, Banashankari, Cafe/Continental/Beverages/Desserts
Penthouse Cafe, Yes, No,4,324, Banashankari, Cafe,700, Delivery, Banashankari, Cafe/Italian/Continental
Mast Punjabi, Yes, No,2.6,231, Kumaraswamy Layout, Quick Bites,400, Delivery, Banashankari, North Indian/Chinese/Rolls/Biryani/Kebab
South Grand, Yes, No,3.4,102, Uttarahalli, Casual Dining,400, Delivery, Banashankari, South Indian/North Indian/Chinese/Beverages
Catch-up-ino, Yes, No,3.9,133, Banashankari, Cafe,800, Delivery, Banashankari, Cafe/Fast Food/Continental/Chinese/Momos
The Pizzeria, Yes, No,2.8,45, Banashankari, Casual Dining,800, Delivery, Banashankari, Pizza/Italian/Salad
Cafe Zone, Yes, No,3.9,149, Kumaraswamy Layout, Quick Bites,300, Delivery, Banashankari, Fast Food/Chinese/Rolls
Ruchis Point, Yes, No,3.8,75, Banashankari, Quick Bites,200, Delivery, Banashankari, Fast Food/Chinese
Firangi Bake, Yes, No,4,53, Rajarajeshwari Nagar, Delivery,600, Delivery, Banashankari, Mexican/Italian
The Royal Corner - Pai Viceroy, Yes, Yes,4.2,815, Jayanagar, Casual Dining,900, Delivery, Banashankari, North Indian/Chinese
Hara Fine Dine, Yes, Yes,4,633, Banashankari, Casual Dining,800, Delivery, Banashankari, North Indian/Chinese
Chocoberry, Yes, No,3.5,56, Jayanagar, Dessert Parlor,400, Delivery, Banashankari, Ice Cream/Desserts/Beverages
Dakshin Grand, Yes, No,3,82, Banashankari, Quick Bites,300, Delivery, Banashankari, South Indian/North Indian/Chinese/Street Food
Sandwichwallas, Yes, No,3.7,35, Jayanagar, Quick Bites,200, Delivery, Banashankari, Fast Food
Chai Mane, Yes, No,3.6,20, Basavanagudi, Quick Bites,150, Delivery, Banashankari, Juices/Fast Food
SLV Upachar, Yes, No,3.1,14, Kumaraswamy Layout, Quick Bites,250, Delivery, Banashankari, South Indian/Chinese/Street Food
Waffle-A-Go Go, Yes, No,3.9,70, Banashankari, Dessert Parlor,400, Delivery, Banashankari, Fast Food/Desserts/Ice Cream
Cross Road Cafe, Yes, No,3.9,91, Jayanagar, Cafe,300, Delivery, Banashankari, Cafe/Fast Food/Chinese
Anand Donne Biriyani, Yes, No,3.6,45, Jayanagar, Quick Bites,200, Delivery, Banashankari, Biryani
Seven Star, Yes, No,3.4,7, Banashankari, Quick Bites,250, Delivery, Banashankari, North Indian/Chinese
Stop 'N' Joy, Yes, No,3.8,28, Banashankari, Quick Bites,150, Delivery, Banashankari, Fast Food
Sri Yaksha Shiv Sagar, Yes, No,3.6,24, Banashankari, Casual Dining,600, Delivery, Banashankari, North Indian/Chinese
Fudge, Yes, No,3.8,36, Basavanagudi, Dessert Parlor,200, Delivery, Banashankari, Desserts/Momos
Just Bunny, Yes, No,3.5,11, Jayanagar, Quick Bites,200, Delivery, Banashankari, Fast Food
Bakers Town, Yes, No,3.8,77, Kumaraswamy Layout, Cafe,650, Delivery, Banashankari, Cafe/Continental/Fast Food
Shree Mahalakshmi Sweets, Yes, No,3.2,8, Banashankari, Sweet Shop,100, Delivery, Banashankari, Mithai/Street Food
Kaapi Kendra, Yes, No,3.7,14, Jayanagar, Quick Bites,100, Delivery, Banashankari, South Indian
Ivy, Yes, No,3.8,210, Kumaraswamy Layout, Casual Dining,600, Delivery, Banashankari, North Indian/Chinese/Fast Food
The Airos, Yes, No,4.1,130, Jayanagar, Cafe,650, Delivery, Banashankari, Cafe/Italian/Pizza
Chai Kraft, Yes, No,4.1,30, Jayanagar, Beverage Shop,100, Delivery, Banashankari, Beverages/Tea
Kirthi's Biryani, Yes, No,3.8,144, Banashankari, Cafe,700, Delivery, Banashankari, Chinese/Cafe/Italian
South Point Pub, Yes, No,3.4,11, Basavanagudi, Bar,800, Delivery, Banashankari, North Indian/Seafood/Chinese
The Trundle, Yes, No,3.7,133, Jayanagar, Casual Dining,700, Delivery, Banashankari, Chinese/Thai/Continental/North Indian
The Krishna Grand Xpress, Yes, No,4,136, Jayanagar, Quick Bites,350, Delivery, Banashankari, South Indian/Fast Food
Sri Krishna Darshini, Yes, No,3.1,4, Basavanagudi, Quick Bites,200, Delivery, Banashankari, South Indian/North Indian/Chinese
Udupi Grand, Yes, No,3.8,74, Basavanagudi, Quick Bites,300, Delivery, Banashankari, South Indian/North Indian/Chinese
Ganesh Grand, Yes, No,3.7,30, Basavanagudi, Quick Bites,300, Delivery, Banashankari, South Indian/North Indian/Desserts
Shreyas Upahar & Burger Point, Yes, No,3,7, Basavanagudi, Quick Bites,200, Delivery, Banashankari, South Indian/Burger
Little Cafe, Yes, No,3.7,54, Basavanagudi, Cafe,600, Delivery, Banashankari, Cafe/Beverages
Mumbai Badam Milk & Lassi Center, Yes, No,3.6,23, Basavanagudi, Kiosk,100, Delivery, Banashankari, Beverages/Desserts
Sri Krishna Sagar, Yes, No,3.2,119, Banashankari, Casual Dining,400, Delivery, Banashankari, North Indian/Chinese
Mylari Biryani Family Restaurant, Yes, No,3.7,73, Banashankari, Quick Bites,400, Delivery, Banashankari, Biryani/Fast Food
1980s Games Cafe, Yes, No,3.4,58, Basavanagudi, Cafe,400, Delivery, Banashankari, Cafe/Fast Food
Kadala Tarangaa, Yes, No,3.6,129, Banashankari, Casual Dining,600, Delivery, Banashankari, Mangalorean/Seafood/North Indian
Namma Biryani, Yes, No,3.6,24, Banashankari, Quick Bites,250, Delivery, Banashankari, Biryani/Chinese/North Indian
Nandhanu's Rasoi, Yes, No,3,175, Kumaraswamy Layout, Quick Bites,400, Delivery, Banashankari, Chinese/North Indian
Hotel Pork Paradise, Yes, No,3.7,21, Mysore Road, Quick Bites,300, Delivery, Banashankari, South Indian
As On Fire, Yes, No,3.5,41, South Bangalore, Food Truck,400, Delivery, Banashankari, Pizza/Fast Food/BBQ
J K Fish Land, Yes, No,3.6,35, Jayanagar, Quick Bites,300, Delivery, Banashankari, Seafood/Mangalorean
Curry Leaves, Yes, No,4.1,176, Basavanagudi, Casual Dining,800, Delivery, Banashankari, Andhra/North Indian/Chinese
Lassi Shop, Yes, No,3.5,45, Banashankari, Beverage Shop,300, Delivery, Banashankari, Beverages/Ice Cream/Fast Food
Desi Cream Junction, Yes, Yes,3.7,36, Jayanagar, Casual Dining,650, Delivery, Banashankari, Chinese/North Indian/Pizza/Italian
Ruchi's Corner, Yes, No,2.7,123, Banashankari, Quick Bites,200, Delivery, Banashankari, Fast Food
Tandoori Bytes, Yes, No,3.6,59, Kumaraswamy Layout, Casual Dining,700, Delivery, Banashankari, North Indian
Bangalore Donne Biriyani, Yes, No,3.2,4, Kumaraswamy Layout, Quick Bites,300, Delivery, Banashankari, South Indian/Biryani
SGS Non Veg - Gundu Pulav, Yes, No,3.8,101, Banashankari, Quick Bites,400, Delivery, Banashankari, Biryani/Fast Food
Navi Food Point, Yes, No,3.6,22, Basavanagudi, Quick Bites,200, Delivery, Banashankari, Fast Food
Shawarma Inc, Yes, No,3.1,31, Banashankari, Takeaway,250, Delivery, Banashankari, Rolls/Lebanese
The Cafe Nuts and Bolts, Yes, No,3,29, Kumaraswamy Layout, Cafe,500, Delivery, Banashankari, Cafe/Fast Food/Chinese
AM WOW, Yes, No,3.4,6, Jayanagar, Beverage Shop,100, Delivery, Banashankari, Beverages
Lalbagh Grand, Yes, No,3,22, Basavanagudi, Quick Bites,250, Delivery, Banashankari, South Indian/North Indian/Chinese
Funjabi Curries, Yes, No,2.9,11, Banashankari, Quick Bites,500, Delivery, Banashankari, North Indian
Eat Repeat, Yes, No,3.9,101, Basavanagudi, Quick Bites,150, Delivery, Banashankari, South Indian
Nammura Donne Biriyani, Yes, No,3.5,155, Basavanagudi, Quick Bites,400, Delivery, Banashankari, Biryani/Fast Food
Dakshin Kitchen, Yes, No,3.6,15, Basavanagudi, Quick Bites,100, Delivery, Banashankari, South Indian
Sri Sai Cafe, Yes, No,3.5,10, Basavanagudi, Quick Bites,200, Delivery, Banashankari, South Indian
Sri Sai 99 Variety Dosa, Yes, No,3.8,25, Banashankari, Quick Bites,300, Delivery, Banashankari, South Indian
Utsav Restaurant, Yes, No,3.8,61, Banashankari, Quick Bites,300, Delivery, Banashankari, North Indian/Chinese
Crunch and Munch, Yes, No,3.7,23, Uttarahalli, Quick Bites,300, Delivery, Banashankari, Chinese/Street Food/Ice Cream
Food Geek, Yes, No,3.8,25, Basavanagudi, Quick Bites,350, Delivery, Banashankari, Sandwich/Fast Food/Rolls
Sri Krishna Aramane, Yes, No,3.7,40, Kumaraswamy Layout, Quick Bites,200, Delivery, Banashankari, South Indian/North Indian/Chinese/Fast Food
Great Indian Rolls, Yes, No,3.3,4, Basavanagudi, Quick Bites,100, Delivery, Banashankari, Rolls
Chats Point, Yes, No,3.4,8, Basavanagudi, Quick Bites,150, Delivery, Banashankari, Fast Food/Street Food
Food Point, Yes, No,3.5,32, Kumaraswamy Layout, Quick Bites,300, Delivery, Banashankari, North Indian/Chinese
Swarga Ruchi, Yes, No,3.3,10, Basavanagudi, Quick Bites,200, Delivery, Banashankari, South Indian
Kolkata King, Yes, No,3.4,6, Basavanagudi, Quick Bites,300, Delivery, Banashankari, Fast Food/Rolls
Sandwich Mama's And Frozen Monster, Yes, No,3.8,53, Jayanagar, Quick Bites,250, Delivery, Banashankari, Ice Cream/Beverages/Fast Food
New Rajadhani Spicy, Yes, No,3.7,67, Kumaraswamy Layout, Casual Dining,700, Delivery, Banashankari, North Indian
Big Mishra Pedha, Yes, No,2.9,23, Jayanagar, Sweet Shop,250, Delivery, Banashankari, Mithai
VEGeatz, Yes, No,3.4,19, Banashankari, Quick Bites,200, Delivery, Banashankari, South Indian/North Indian
Foodizo, Yes, No,3.6,24, Banashankari, Quick Bites,300, Delivery, Banashankari, Desserts/Fast Food/Continental
Food Springs, Yes, No,4,232, Jayanagar, Quick Bites,400, Delivery, Banashankari, South Indian/Chinese
Chung's Chinese Corner, Yes, No,3.9,221, Jayanagar, Casual Dining,700, Delivery, Banashankari, Chinese
Goli Vada Pav No. 1, Yes, No,3.7,93, Basavanagudi, Quick Bites,200, Delivery, Banashankari, Street Food
Ragoo's, Yes, No,3.9,233, Jayanagar, Casual Dining,800, Delivery, Banashankari, Italian/Pizza/North Indian/Salad
Pure & Natural, Yes, No,3.9,211, Jayanagar, Casual Dining,500, Delivery, Banashankari, Fast Food/Continental/Beverages/Salad/Healthy Food
Maiyas, Yes, No,4,1778, Jayanagar, Quick Bites,200, Delivery, Banashankari, North Indian/South Indian/Fast Food/Juices
Sip n Dine, Yes, No,3.6,218, Vijay Nagar, Casual Dining,800, Delivery, Banashankari, North Indian/Chinese/South Indian
Cafe Mondo, Yes, No,3.7,514, Basavanagudi, Cafe,600, Delivery, Banashankari, Cafe/Italian/Beverages
Jalpaan, Yes, Yes,4,866, Jayanagar, Casual Dining,900, Delivery, Banashankari, North Indian/Continental
Kataria's Pakwan, Yes, No,3.2,96, Kumaraswamy Layout, Quick Bites,400, Delivery, Banashankari, North Indian
Juicy Momos, Yes, No,3.5,80, Banashankari, Quick Bites,250, Delivery, Banashankari, Tibetan/Momos
Amande Patisserie, Yes, No,4,73, Basavanagudi, Bakery,300, Delivery, Banashankari, Bakery/French/Desserts
Anand Sweets and Savouries, Yes, No,3.9,84, Jayanagar, Sweet Shop,400, Delivery, Banashankari, Mithai/Street Food
Chicken Hunt, Yes, No,3.5,88, Banashankari, Quick Bites,350, Delivery, Banashankari, South Indian/North Indian/Chinese/Biryani
Swadesh Tadka, Yes, No,3.5,179, Banashankari, Casual Dining,600, Delivery, Banashankari, North Indian/Chinese/Beverages
Cane-O-La, Yes, No,3.8,61, Basavanagudi, Quick Bites,100, Delivery, Banashankari, Juices
New Biryani Mane, Yes, No,3.7,128, Uttarahalli, Casual Dining,450, Delivery, Banashankari, North Indian/Chinese/Biryani/South Indian
Upahara Darshini, Yes, No,3.8,339, Jayanagar, Quick Bites,400, Delivery, Banashankari, South Indian/North Indian/Chinese
Karnataka Bhel House, Yes, No,4.1,449, Basavanagudi, Quick Bites,100, Delivery, Banashankari, Street Food
Juice Junction Food Court, Yes, No,3.7,57, Basavanagudi, Quick Bites,200, Delivery, Banashankari, Juices/South Indian/Chinese/Fast Food
Bunt's Biriyani Palace, Yes, No,3,213, Banashankari, Quick Bites,400, Delivery, Banashankari, North Indian/South Indian/Chinese/Biryani/Seafood
Janahaar, Yes, No,3.8,70, Banashankari, Quick Bites,100, Delivery, Banashankari, South Indian
Redberrys, Yes, No,4,219, Basavanagudi, Cafe,600, Delivery, Banashankari, Cafe/Italian
Utsav, Yes, No,3.7,59, Banashankari, Quick Bites,200, Delivery, Banashankari, North Indian/Street Food
Meat And Eat, Yes, No,3.1,10, Banashankari, Quick Bites,500, Delivery, Banashankari, Fast Food/Burger
Snacks Bite, Yes, No,3,9, Kumaraswamy Layout, Quick Bites,400, Delivery, Banashankari, Fast Food/Momos
The Spice Saga, Yes, No,3.7,124, Kumaraswamy Layout, Casual Dining,750, Delivery, Banashankari, Biryani/North Indian/Chinese/Seafood
Dakshin Cafe, Yes, No,3.7,19, Kumaraswamy Layout, Quick Bites,100, Delivery, Banashankari, South Indian
Kaulige Millet Corner, Yes, No,3.3,4, Basavanagudi, Quick Bites,150, Delivery, Banashankari, Healthy Food/South Indian
Ifruit Ice Cream, Yes, No,3.3,4, Kumaraswamy Layout, Dessert Parlor,150, Delivery, Banashankari, Desserts/Ice Cream
Havmor, Yes, No,3.8,21, Basavanagudi, Dessert Parlor,200, Delivery, Banashankari, Ice Cream/Desserts
Dining Hut, Yes, No,3.5,10, Kumaraswamy Layout, Quick Bites,400, Delivery, Banashankari, North Indian/Chinese/South Indian
Desi Swaad, Yes, No,3.5,10, Kumaraswamy Layout, Quick Bites,400, Delivery, Banashankari, North Indian
Yummy Momos, Yes, No,3.2,4, Kumaraswamy Layout, Quick Bites,200, Delivery, Banashankari, Momos/Tibetan/Chinese
Masale Daan, Yes, No,3.1,4, Banashankari, Delivery,350, Delivery, Banashankari, North Indian
Lassi Spot, Yes, No,3.3,4, Kumaraswamy Layout, Beverage Shop,100, Delivery, Banashankari, 
Sandwich Hub, Yes, No,3.4,12, Jayanagar, Quick Bites,300, Delivery, Banashankari, Fast Food/Sandwich
Udupi Sri Krishna Cafe, Yes, No,3.9,14, Jayanagar, Casual Dining,600, Delivery, Banashankari, North Indian/South Indian
Starlite Bakery & Fastfood, Yes, No,3.7,0, Jayanagar, Quick Bites,300, Delivery, Banashankari, North Indian/Chinese/Rolls/Bakery/Arabian/Charcoal Chicken/Desserts
Dodda Mane Baaduta, Yes, No,3.5,15, Banashankari, Quick Bites,250, Delivery, Banashankari, North Indian/South Indian/Chinese/Biryani
Swadd Kitchen, Yes, No,3.4,4, Basavanagudi, Casual Dining,500, Delivery, Banashankari, North Indian/Fast Food
Happy Chopsticks, Yes, No,3.6,17, Basavanagudi, Quick Bites,300, Delivery, Banashankari, Chinese/Fast Food
Udupi Upachar, Yes, No,3.3,6, Banashankari, Quick Bites,500, Delivery, Banashankari, South Indian/North Indian
Davanagere Benne Dose Hut, Yes, No,3.4,10, Banashankari, Quick Bites,100, Delivery, Banashankari, South Indian
Jalsa, Yes, Yes,4.1,775, Banashankari, Casual Dining,800, Delivery, Banashankari, North Indian/Mughlai/Chinese
Cafe Shuffle, Yes, Yes,4.2,150, Banashankari, Cafe,600, Delivery, Banashankari, Cafe/Italian/Continental
Mint and Mustard, Yes, No,4,232, Basavanagudi, Casual Dining,750, Delivery, Banashankari, North Indian/Chinese
Chinese Square, Yes, No,3.9,38, Basavanagudi, Quick Bites,200, Delivery, Banashankari, Chinese
Punjabi Raswada, Yes, Yes,3.5,431, Jayanagar, Casual Dining,800, Delivery, Banashankari, North Indian
Vinny's, Yes, Yes,4.2,2115, Banashankari, Casual Dining,800, Delivery, Banashankari, Pizza/Italian/Continental/Desserts
Chetty's Corner, Yes, No,3.4,30, Uttarahalli, Quick Bites,200, Delivery, Banashankari, Fast Food/Burger/Pizza
Kapoor's Cafe, Yes, No,4.2,150, Jayanagar, Casual Dining,800, Delivery, Banashankari, North Indian
Donne Biryani & Kabab Corner, Yes, No,3.3,12, Kumaraswamy Layout, Quick Bites,200, Delivery, Banashankari, Chinese/Biryani
Sukh Sagar, Yes, No,3.8,155, Jayanagar, Casual Dining,450, Delivery, Banashankari, South Indian/North Indian/Chinese/Street Food
S M V Snacks Corner, Yes, No,3.7,33, Basavanagudi, Quick Bites,200, Delivery, Banashankari, Fast Food
Steaming Mugs, Yes, No,3.9,240, Basavanagudi, Cafe,700, Delivery, Banashankari, Cafe
Rajathadri Food Fort, Yes, No,4,465, Jayanagar, Casual Dining,600, Delivery, Banashankari, South Indian/North Indian/Chinese/Street Food
Rasoi, Yes, No,3.3,128, Banashankari, Quick Bites,300, Delivery, Banashankari, North Indian/Chinese
Mr. Singh Da Dhaba, Yes, No,3.6,241, Kumaraswamy Layout, Quick Bites,300, Delivery, Banashankari, North Indian/Chinese
Kababs N Biryani, Yes, No,3.4,22, Banashankari, Quick Bites,200, Delivery, Banashankari, South Indian
Ayodhya Upachar, Yes, No,4.3,734, Banashankari, Quick Bites,200, Delivery, Banashankari, South Indian/North Indian/Chinese/Street Food
Biriyani Mane, Yes, No,3.8,130, Jayanagar, Quick Bites,400, Delivery, Banashankari, North Indian/Biryani
Cafe Ajfan, Yes, No,4.2,261, Jayanagar, Cafe,700, Delivery, Banashankari, Cafe/Continental/Beverages
Brundhavana Food Point, Yes, No,4,191, Kumaraswamy Layout, Quick Bites,300, Delivery, Banashankari, South Indian/North Indian/Chinese/Street Food/Beverages
SLV Corner Restaurant, Yes, No,4.1,364, Basavanagudi, Casual Dining,550, Delivery, Banashankari, South Indian/Chinese/North Indian/Street Food/Rolls/Juices
Hotel New Karavali, Yes, No,3.8,133, Banashankari, Quick Bites,300, Delivery, Banashankari, Mangalorean/South Indian/North Indian
The Krishna Grand, Yes, No,3.9,888, Banashankari, Casual Dining,750, Delivery, Banashankari, North Indian/South Indian/Chinese/Fast Food/Juices
360 Atoms Restaurant And Cafe, Yes, No,3.1,13, Banashankari, Cafe,400, Delivery, Banashankari, Cafe/Chinese/Continental/Italian
Roti Ghar, Yes, No,3.9,750, Basavanagudi, Casual Dining,500, Delivery, Banashankari, North Indian/Chinese/South Indian
The Coffee Shack, Yes, Yes,4.2,164, Banashankari, Cafe,500, Delivery, Banashankari, Cafe/Chinese/Continental/Italian
Kettle & Kegs, Yes, No,3.2,6, Banashankari, Delivery,200, Delivery, Banashankari, Tea/Beverages
Baisakhi, Yes, No,3.8,527, Basavanagudi, Casual Dining,500, Delivery, Banashankari, North Indian
Corner House Ice Cream, No, No,4.3,345, Banashankari, Dessert Parlor,400, Desserts, Banashankari, Ice Cream/Desserts
Poonam Sweets, No, No,4.4,356, Banashankari, Sweet Shop,150, Desserts, Banashankari, Mithai
XO Belgian Waffle, Yes, No,3.7,17, Banashankari, Dessert Parlor,400, Desserts, Banashankari, Desserts/Beverages
Old Mumbai Ice Cream, Yes, No,3.9,38, Banashankari, Dessert Parlor,150, Desserts, Banashankari, Ice Cream
Amma's Pastries, No, No,3.8,60, Banashankari, Dessert Parlor,400, Desserts, Banashankari, Bakery
Kanti Sweets, Yes, No,4,115, Banashankari, Sweet Shop,400, Desserts, Banashankari, Mithai/Street Food
Sugar Rush, No, No,3.8,39, Banashankari, Bakery,300, Desserts, Banashankari, Bakery/Desserts
Polar Bear, Yes, No,3.9,116, Banashankari, Dessert Parlor,400, Desserts, Banashankari, Ice Cream/Desserts/Beverages/Sandwich
Ibaco, Yes, No,3.9,41, Banashankari, Dessert Parlor,300, Desserts, Banashankari, Desserts
Kirthi's Biryani, Yes, No,3.8,144, Banashankari, Cafe,700, Desserts, Banashankari, Chinese/Cafe/Italian
Stoned Monkey, Yes, No,4.3,860, Banashankari, Dessert Parlor,500, Desserts, Banashankari, Desserts/Ice Cream
